Version	GM v 3.0
Chemistry Kit	AmpFLSTR_Panels_v1
BinSet Name	AmpFLSTR_Bins_v1
Panel Name	Blue_v1
Marker Name	D3S1358
11	110.0	0.5	0.5
12	114.0	0.5	0.5
13	118.0	0.5	0.5
14	122.0	0.5	0.5
15	126.0	0.5	0.5
15.2	128.0	0.5	0.5
16	130.0	0.5	0.5
16.2	132.0	0.5	0.5
17	134.0	0.5	0.5
17.2	136.0	0.5	0.5
18	138.0	0.5	0.5
18.2	140.0	0.5	0.5
19	142.0	0.5	0.5
20	146.0	0.5	0.5
Marker Name	vWA
10	153.0	0.5	0.5
11	157.0	0.5	0.5
12	161.0	0.5	0.5
13	165.0	0.5	0.5
14	169.0	0.5	0.5
15	173.0	0.5	0.5
15.2	175.0	0.5	0.5
16	177.0	0.5	0.5
17	181.0	0.5	0.5
18	185.0	0.5	0.5
18.2	187.0	0.5	0.5
19	189.0	0.5	0.5
20	193.0	0.5	0.5
21	197.0	0.5	0.5
22	201.0	0.5	0.5
Marker Name	FGA
17	215.0	0.5	0.5
17.2	217.0	0.5	0.5
18	219.0	0.5	0.5
18.2	221.0	0.5	0.5
19	223.0	0.5	0.5
19.2	225.0	0.5	0.5
20	227.0	0.5	0.5
20.2	229.0	0.5	0.5
21	231.0	0.5	0.5
21.2	233.0	0.5	0.5
22	235.0	0.5	0.5
22.2	237.0	0.5	0.5
23	239.0	0.5	0.5
23.2	241.0	0.5	0.5
24	243.0	0.5	0.5
24.2	245.0	0.5	0.5
25	247.0	0.5	0.5
25.2	249.0	0.5	0.5
26	251.0	0.5	0.5
26.2	253.0	0.5	0.5
27	255.0	0.5	0.5
27.2	257.0	0.5	0.5
28	259.0	0.5	0.5
28.2	261.0	0.5	0.5
29	263.0	0.5	0.5
29.2	265.0	0.5	0.5
30	267.0	0.5	0.5
30.2	269.0	0.5	0.5
31	271.0	0.5	0.5
Panel Name	Green_I_v1
Marker Name	AMEL
X	107.0	0.5	0.5
Y	113.0	0.5	0.5
Marker Name	TH01
4	165.0	0.5	0.5
5	169.0	0.5	0.5
5.3	172.0	0.5	0.4
6	173.0	0.4	0.5
6.3	176.0	0.5	0.4
7	177.0	0.4	0.5
7.3	180.0	0.5	0.4
8	181.0	0.4	0.5
8.3	184.0	0.5	0.4
9	185.0	0.4	0.5
9.3	188.0	0.5	0.4
10	189.0	0.4	0.5
10.3	192.0	0.5	0.4
11	193.0	0.4	0.5
Marker Name	TPOX
5	214.0	0.5	0.5
6	218.0	0.5	0.5
7	222.0	0.5	0.5
8	226.0	0.5	0.5
9	230.0	0.5	0.5
10	234.0	0.5	0.5
11	238.0	0.5	0.5
12	242.0	0.5	0.5
13	246.0	0.5	0.5
14	250.0	0.5	0.5
Marker Name	CSF1PO
6	281.0	0.5	0.5
7	285.0	0.5	0.5
8	289.0	0.5	0.5
9	293.0	0.5	0.5
10	297.0	0.5	0.5
10.2	299.0	0.5	0.5
11	301.0	0.5	0.5
12	305.0	0.5	0.5
13	309.0	0.5	0.5
14	313.0	0.5	0.5
15	317.0	0.5	0.5
16	321.0	0.5	0.5
Panel Name	Profiler_v1
Marker Name	D3S1358
11	110.0	0.5	0.5
12	114.0	0.5	0.5
13	118.0	0.5	0.5
14	122.0	0.5	0.5
15	126.0	0.5	0.5
15.2	128.0	0.5	0.5
16	130.0	0.5	0.5
16.2	132.0	0.5	0.5
17	134.0	0.5	0.5
17.2	136.0	0.5	0.5
18	138.0	0.5	0.5
18.2	140.0	0.5	0.5
19	142.0	0.5	0.5
20	146.0	0.5	0.5
Marker Name	vWA
10	153.0	0.5	0.5
11	157.0	0.5	0.5
12	161.0	0.5	0.5
13	165.0	0.5	0.5
14	169.0	0.5	0.5
15	173.0	0.5	0.5
15.2	175.0	0.5	0.5
16	177.0	0.5	0.5
17	181.0	0.5	0.5
18	185.0	0.5	0.5
18.2	187.0	0.5	0.5
19	189.0	0.5	0.5
20	193.0	0.5	0.5
21	197.0	0.5	0.5
22	201.0	0.5	0.5
Marker Name	FGA
17	215.0	0.5	0.5
17.2	217.0	0.5	0.5
18	219.0	0.5	0.5
18.2	221.0	0.5	0.5
19	223.0	0.5	0.5
19.2	225.0	0.5	0.5
20	227.0	0.5	0.5
20.2	229.0	0.5	0.5
21	231.0	0.5	0.5
21.2	233.0	0.5	0.5
22	235.0	0.5	0.5
22.2	237.0	0.5	0.5
23	239.0	0.5	0.5
23.2	241.0	0.5	0.5
24	243.0	0.5	0.5
24.2	245.0	0.5	0.5
25	247.0	0.5	0.5
25.2	249.0	0.5	0.5
26	251.0	0.5	0.5
26.2	253.0	0.5	0.5
27	255.0	0.5	0.5
27.2	257.0	0.5	0.5
28	259.0	0.5	0.5
28.2	261.0	0.5	0.5
29	263.0	0.5	0.5
29.2	265.0	0.5	0.5
30	267.0	0.5	0.5
30.2	269.0	0.5	0.5
31	271.0	0.5	0.5
Marker Name	AMEL
X	107.0	0.5	0.5
Y	113.0	0.5	0.5
Marker Name	TH01
4	165.0	0.5	0.5
5	169.0	0.5	0.5
5.3	172.0	0.5	0.4
6	173.0	0.4	0.5
6.3	176.0	0.5	0.4
7	177.0	0.4	0.5
7.3	180.0	0.5	0.4
8	181.0	0.4	0.5
8.3	184.0	0.5	0.4
9	185.0	0.4	0.5
9.3	188.0	0.5	0.4
10	189.0	0.4	0.5
10.3	192.0	0.5	0.4
11	193.0	0.4	0.5
Marker Name	TPOX
5	214.0	0.5	0.5
6	218.0	0.5	0.5
7	222.0	0.5	0.5
8	226.0	0.5	0.5
9	230.0	0.5	0.5
10	234.0	0.5	0.5
11	238.0	0.5	0.5
12	242.0	0.5	0.5
13	246.0	0.5	0.5
14	250.0	0.5	0.5
Marker Name	CSF1PO
6	281.0	0.5	0.5
7	285.0	0.5	0.5
8	289.0	0.5	0.5
9	293.0	0.5	0.5
10	297.0	0.5	0.5
10.2	299.0	0.5	0.5
11	301.0	0.5	0.5
12	305.0	0.5	0.5
13	309.0	0.5	0.5
14	313.0	0.5	0.5
15	317.0	0.5	0.5
16	321.0	0.5	0.5
Marker Name	D5S818
6	131.0	0.5	0.5
7	135.0	0.5	0.5
8	139.0	0.5	0.5
9	143.0	0.5	0.5
10	147.0	0.5	0.5
11	151.0	0.5	0.5
12	155.0	0.5	0.5
13	159.0	0.5	0.5
14	163.0	0.5	0.5
15	167.0	0.5	0.5
16	171.0	0.5	0.5
17	175.0	0.5	0.5
Marker Name	D13S317
7	202.0	0.5	0.5
8	206.0	0.5	0.5
9	210.0	0.5	0.5
10	214.0	0.5	0.5
11	218.0	0.5	0.5
12	222.0	0.5	0.5
13	226.0	0.5	0.5
14	230.0	0.5	0.5
15	234.0	0.5	0.5
16	238.0	0.5	0.5
Marker Name	D7S820
5	254.0	0.5	0.5
5.2	256.0	0.5	0.5
6	258.0	0.5	0.5
7	262.0	0.5	0.5
8	266.0	0.5	0.5
8.2	268.0	0.5	0.5
9	270.0	0.5	0.5
9.2	272.0	0.5	0.5
10	274.0	0.5	0.5
11	278.0	0.5	0.5
12	282.0	0.5	0.5
13	286.0	0.5	0.5
14	290.0	0.5	0.5
15	294.0	0.5	0.5
16	298.0	0.5	0.5
Panel Name	Profiler_Plus_v1
Marker Name	D3S1358
11	110.0	0.5	0.5
12	114.0	0.5	0.5
13	118.0	0.5	0.5
14	122.0	0.5	0.5
15	126.0	0.5	0.5
15.2	128.0	0.5	0.5
16	130.0	0.5	0.5
16.2	132.0	0.5	0.5
17	134.0	0.5	0.5
17.2	136.0	0.5	0.5
18	138.0	0.5	0.5
18.2	140.0	0.5	0.5
19	142.0	0.5	0.5
20	146.0	0.5	0.5
Marker Name	vWA
10	153.0	0.5	0.5
11	157.0	0.5	0.5
12	161.0	0.5	0.5
13	165.0	0.5	0.5
14	169.0	0.5	0.5
15	173.0	0.5	0.5
15.2	175.0	0.5	0.5
16	177.0	0.5	0.5
17	181.0	0.5	0.5
18	185.0	0.5	0.5
18.2	187.0	0.5	0.5
19	189.0	0.5	0.5
20	193.0	0.5	0.5
21	197.0	0.5	0.5
22	201.0	0.5	0.5
Marker Name	FGA
17	215.0	0.5	0.5
17.2	217.0	0.5	0.5
18	219.0	0.5	0.5
18.2	221.0	0.5	0.5
19	223.0	0.5	0.5
19.2	225.0	0.5	0.5
20	227.0	0.5	0.5
20.2	229.0	0.5	0.5
21	231.0	0.5	0.5
21.2	233.0	0.5	0.5
22	235.0	0.5	0.5
22.2	237.0	0.5	0.5
23	239.0	0.5	0.5
23.2	241.0	0.5	0.5
24	243.0	0.5	0.5
24.2	245.0	0.5	0.5
25	247.0	0.5	0.5
25.2	249.0	0.5	0.5
26	251.0	0.5	0.5
26.2	253.0	0.5	0.5
27	255.0	0.5	0.5
27.2	257.0	0.5	0.5
28	259.0	0.5	0.5
28.2	261.0	0.5	0.5
29	263.0	0.5	0.5
29.2	265.0	0.5	0.5
30	267.0	0.5	0.5
30.2	269.0	0.5	0.5
31	271.0	0.5	0.5
Marker Name	AMEL
X	107.0	0.5	0.5
Y	113.0	0.5	0.5
Marker Name	D8S1179
7	124.0	0.5	0.5
8	128.0	0.5	0.5
9	132.0	0.5	0.5
10	136.0	0.5	0.5
11	140.0	0.5	0.5
12	144.0	0.5	0.5
13	148.0	0.5	0.5
14	152.0	0.5	0.5
15	156.0	0.5	0.5
16	160.0	0.5	0.5
17	164.0	0.5	0.5
18	168.0	0.5	0.5
19	172.0	0.5	0.5
20	176.0	0.5	0.5
Marker Name	D21S11
23.2	185.0	0.5	0.5
24	187.0	0.5	0.5
24.2	189.0	0.5	0.5
25	191.0	0.5	0.5
25.2	193.0	0.5	0.5
26	195.0	0.5	0.5
26.2	197.0	0.5	0.5
27	199.0	0.5	0.5
27.2	201.0	0.5	0.5
28	203.0	0.5	0.5
28.2	205.0	0.5	0.5
29	207.0	0.5	0.5
29.2	209.0	0.5	0.5
30	211.0	0.5	0.5
30.2	213.0	0.5	0.5
31	215.0	0.5	0.5
31.2	217.0	0.5	0.5
32	219.0	0.5	0.5
32.2	221.0	0.5	0.5
33	223.0	0.5	0.5
33.2	225.0	0.5	0.5
34	227.0	0.5	0.5
34.2	229.0	0.5	0.5
35	231.0	0.5	0.5
35.2	233.0	0.5	0.5
36	235.0	0.5	0.5
36.2	237.0	0.5	0.5
37	239.0	0.5	0.5
37.2	241.0	0.5	0.5
38	243.0	0.5	0.5
38.2	245.0	0.5	0.5
39	247.0	0.5	0.5
Marker Name	D18S51
7	265.0	0.5	0.5
8	269.0	0.5	0.5
9	273.0	0.5	0.5
9.2	275.0	0.5	0.5
10	277.0	0.5	0.5
10.2	279.0	0.5	0.5
11	281.0	0.5	0.5
11.2	283.0	0.5	0.5
12	285.0	0.5	0.5
12.2	287.0	0.5	0.5
13	289.0	0.5	0.5
13.2	291.0	0.5	0.5
14	293.0	0.5	0.5
14.2	295.0	0.5	0.5
15	297.0	0.5	0.5
15.2	299.0	0.5	0.5
16	301.0	0.5	0.5
16.2	303.0	0.5	0.5
17	305.0	0.5	0.5
17.2	307.0	0.5	0.5
18	309.0	0.5	0.5
18.2	311.0	0.5	0.5
19	313.0	0.5	0.5
